Z,N,energy,bet2,correctedRMS,bet2p,bet2n,bet4,bet4p,bet4n,epairp,epairn,unknown_c10,unknown_c11,iter,rms,rmsp,rmsn,jz_p,jz_n,j,extra_c19,extra_c21,extra_c22,extra_c23,extra_c24,Nmass,Ncharge
38,68,-8.615075E+02,-1.923046E-02,4.507386E+00,-1.822290E-02,-1.979351E-02,-1.569261E-02,-8.739177E-03,-1.957835E-02,-1.451000E+01,-6.245000E+01,-1.938354E+00,-3.854654E+00,8001,4.611020E+00,4.460908E+00,4.692815E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.839611E+00,-1.692314E+01,3.206320E+01,0.000000E+00,106,38
38,69,-8.645852E+02,3.198070E-02,4.518451E+00,3.166375E-02,3.215525E-02,-1.897379E-02,-6.578586E-03,-2.580013E-02,-1.403000E+01,-6.307000E+01,-1.898134E+00,-3.829344E+00,8001,4.628029E+00,4.471975E+00,4.711765E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.849974E+00,2.958995E+01,3.258700E+01,0.000000E+00,107,38
38,70,-8.675452E+02,-5.044838E-02,4.526500E+00,-5.199104E-02,-4.961094E-02,-1.865501E-02,-8.339220E-03,-2.425501E-02,-1.362000E+01,-6.330000E+01,-1.860648E+00,-3.821372E+00,8001,4.643384E+00,4.481075E+00,4.729163E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.858216E+00,-4.888817E+01,3.279030E+01,0.000000E+00,108,38
38,71,-8.703918E+02,2.848682E-02,4.536929E+00,2.807464E-02,2.870742E-02,-2.169200E-02,-6.079393E-03,-3.004804E-02,-1.355000E+01,-6.455000E+01,-1.848486E+00,-3.792771E+00,8001,4.662473E+00,4.491403E+00,4.751502E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.867737E+00,2.656183E+01,3.365780E+01,0.000000E+00,109,38
38,72,-8.729870E+02,2.636826E-02,4.544980E+00,2.580714E-02,2.666441E-02,-2.235815E-02,-5.982118E-03,-3.100105E-02,-1.328000E+01,-6.512000E+01,-1.820637E+00,-3.772974E+00,8001,4.680022E+00,4.500448E+00,4.772073E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.875254E+00,2.456562E+01,3.414220E+01,0.000000E+00,110,38
38,73,-8.752495E+02,2.784230E-02,4.553244E+00,2.717304E-02,2.819069E-02,-2.450919E-02,-5.941820E-03,-3.417439E-02,-1.294000E+01,-6.516000E+01,-1.788152E+00,-3.724283E+00,8001,4.698069E+00,4.508862E+00,4.793606E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.883291E+00,2.602233E+01,3.464770E+01,0.000000E+00,111,38
38,74,-8.767947E+02,2.277996E-02,4.560588E+00,2.259135E-02,2.287681E-02,-6.487576E-03,-5.349956E-03,-7.071760E-03,-1.237000E+01,-6.244000E+01,-1.740673E+00,-3.874507E+00,8001,4.696658E+00,4.517218E+00,4.786189E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.888993E+00,2.176441E+01,3.206890E+01,0.000000E+00,112,38
38,75,-8.788143E+02,2.117199E-02,4.569179E+00,2.067982E-02,2.142136E-02,-7.116862E-03,-5.058338E-03,-8.159848E-03,-1.206000E+01,-6.275000E+01,-1.709746E+00,-3.860891E+00,8001,4.711691E+00,4.526054E+00,4.803009E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.897173E+00,2.004127E+01,3.238500E+01,0.000000E+00,113,38
38,76,-8.805003E+02,1.868380E-02,4.575871E+00,1.807092E-02,1.899024E-02,-7.222350E-03,-4.980511E-03,-8.343269E-03,-1.166000E+01,-6.214000E+01,-1.670461E+00,-3.812164E+00,8001,4.724747E+00,4.533856E+00,4.817357E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.902968E+00,1.761609E+01,3.252680E+01,0.000000E+00,114,38
38,77,-8.818772E+02,7.981183E-03,4.582514E+00,7.947840E-03,7.997638E-03,-1.278174E-02,-7.402666E-03,-1.543635E-02,-1.114000E+01,-6.082000E+01,-1.621071E+00,-3.745510E+00,8001,4.736892E+00,4.540697E+00,4.830780E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.908827E+00,7.793043E+00,3.246230E+01,0.000000E+00,115,38
38,78,-8.833361E+02,-7.882161E-02,4.590989E+00,-7.991682E-02,-7.828805E-02,-1.249293E-02,-4.190895E-03,-1.653751E-02,-1.040000E+01,-6.123000E+01,-1.557357E+00,-3.674605E+00,8001,4.760846E+00,4.550394E+00,4.860073E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.918288E+00,-7.881392E+01,3.319570E+01,0.000000E+00,116,38
38,79,-8.846978E+02,-7.203968E-02,4.599702E+00,-7.263101E-02,-7.175524E-02,-1.595395E-02,-4.332598E-03,-2.154397E-02,-1.032000E+01,-6.259000E+01,-1.544643E+00,-3.691572E+00,8001,4.778240E+00,4.559432E+00,4.879996E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.926710E+00,-7.203973E+01,3.381900E+01,0.000000E+00,117,38
38,80,-8.859147E+02,-6.687397E-02,4.607835E+00,-6.664902E-02,-6.698083E-02,-2.010970E-02,-4.595998E-03,-2.747871E-02,-1.026000E+01,-6.423000E+01,-1.533278E+00,-3.709657E+00,8001,4.797480E+00,4.568654E+00,4.902432E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.934393E+00,-6.648258E+01,3.455710E+01,0.000000E+00,118,38
38,81,-8.869470E+02,-6.145041E-02,4.616612E+00,-6.063250E-02,-6.183413E-02,-2.369750E-02,-4.961551E-03,-3.248720E-02,-1.020000E+01,-6.593000E+01,-1.522582E+00,-3.730943E+00,8001,4.817092E+00,4.577744E+00,4.925372E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.943099E+00,-6.082231E+01,3.527080E+01,0.000000E+00,119,38
38,82,-8.876683E+02,-5.574397E-02,4.623942E+00,-5.426945E-02,-5.642728E-02,-2.758119E-02,-5.230463E-03,-3.793884E-02,-1.007000E+01,-6.698000E+01,-1.506580E+00,-3.726018E+00,8001,4.837714E+00,4.586130E+00,4.949968E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.949971E+00,-5.474389E+01,3.588230E+01,0.000000E+00,120,38
38,83,-8.884465E+02,-5.492545E-02,4.633854E+00,-5.409567E-02,-5.530535E-02,-3.056516E-02,-5.380208E-03,-4.209562E-02,-1.011000E+01,-6.938000E+01,-1.506355E+00,-3.757636E+00,8001,4.859169E+00,4.596300E+00,4.974885E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.960337E+00,-5.487133E+01,3.678410E+01,0.000000E+00,121,38
38,84,-8.895796E+02,-5.833487E-02,4.645354E+00,-5.854038E-02,-5.824190E-02,-2.543107E-02,-5.048438E-03,-3.465179E-02,-1.041000E+01,-7.458000E+01,-1.529645E+00,-3.883986E+00,8001,4.882866E+00,4.608841E+00,5.001901E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.972595E+00,-5.970648E+01,3.804820E+01,0.000000E+00,122,38
38,85,-8.900662E+02,-6.100326E-02,4.656865E+00,-6.215928E-02,-6.048645E-02,-1.909700E-02,-4.622620E-03,-2.556790E-02,-1.056000E+01,-7.787000E+01,-1.539806E+00,-3.955574E+00,8001,4.898975E+00,4.620570E+00,5.018445E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.984813E+00,-6.374344E+01,3.889520E+01,0.000000E+00,123,38
38,86,-8.905123E+02,-6.347516E-02,4.666135E+00,-6.457983E-02,-6.298705E-02,-3.683789E-02,-4.153882E-03,-5.127965E-02,-1.068000E+01,-8.121000E+01,-1.547593E+00,-4.005989E+00,8001,4.924799E+00,4.630968E+00,5.049187E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.994241E+00,-6.658414E+01,3.988870E+01,0.000000E+00,124,38
38,87,-8.908375E+02,-6.664249E-02,4.675573E+00,-6.936092E-02,-6.545513E-02,-4.946944E-02,-3.482698E-03,-6.955560E-02,-1.079000E+01,-8.444000E+01,-1.555116E+00,-4.015911E+00,8001,4.968139E+00,4.640493E+00,5.104654E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.004147E+00,-7.189758E+01,4.116630E+01,0.000000E+00,125,38
38,88,-8.902710E+02,-7.807208E-02,4.681833E+00,-7.096668E-02,-8.114032E-02,-5.111712E-02,-3.075072E-03,-7.186255E-02,-1.075000E+01,-8.472000E+01,-1.549793E+00,-3.950104E+00,8001,5.029060E+00,4.647628E+00,5.185102E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.010312E+00,-7.395387E+01,4.200320E+01,0.000000E+00,126,38
39,34,-5.789771E+02,-3.267584E-02,4.225517E+00,-3.267066E-02,-3.268179E-02,-5.654787E-03,-6.034137E-03,-5.219650E-03,-2.772000E+01,-1.626000E+01,-3.190289E+00,-2.347397E+00,8001,4.095362E+00,4.158794E+00,4.021369E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.589795E+00,-2.428363E+01,1.385570E+01,0.000000E+00,73,39
39,35,-5.948391E+02,-3.403240E-02,4.235643E+00,-3.415493E-02,-3.389588E-02,-6.489688E-03,-7.119509E-03,-5.787888E-03,-2.745000E+01,-1.797000E+01,-3.132848E+00,-2.464054E+00,8001,4.111549E+00,4.169333E+00,4.046189E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.598047E+00,-2.561818E+01,1.459330E+01,0.000000E+00,74,39
39,36,-6.101881E+02,-3.390807E-02,4.244627E+00,-3.407446E-02,-3.372783E-02,-7.121904E-03,-7.945379E-03,-6.229805E-03,-2.694000E+01,-1.946000E+01,-3.081804E+00,-2.559619E+00,8001,4.126553E+00,4.178585E+00,4.069434E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.604915E+00,-2.578756E+01,1.521170E+01,0.000000E+00,75,39
39,37,-6.250390E+02,-3.258328E-02,4.252967E+00,-3.290947E-02,-3.223945E-02,-7.699241E-03,-8.761836E-03,-6.579208E-03,-2.630000E+01,-2.066000E+01,-3.017479E+00,-2.632046E+00,8001,4.140755E+00,4.187244E+00,4.091180E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.612012E+00,-2.512679E+01,1.569980E+01,0.000000E+00,76,39
39,38,-6.394232E+02,-2.997861E-02,4.262027E+00,-3.046278E-02,-2.948170E-02,-9.211304E-03,-1.153622E-02,-6.825211E-03,-2.574000E+01,-2.152000E+01,-2.941745E+00,-2.680684E+00,8001,4.155195E+00,4.197205E+00,4.111634E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.624934E+00,-2.346229E+01,1.606200E+01,0.000000E+00,77,39
39,39,-6.528186E+02,2.624228E-02,4.266122E+00,2.717387E-02,2.531069E-02,-4.657285E-03,-9.034867E-03,-2.797029E-04,-2.335000E+01,-2.110000E+01,-2.738969E+00,-2.626945E+00,8001,4.165808E+00,4.202902E+00,4.128380E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.627851E+00,2.111001E+01,1.607120E+01,0.000000E+00,78,39
39,40,-6.666013E+02,-2.508768E-02,4.274345E+00,-2.556478E-02,-2.462251E-02,-8.793678E-03,-1.045218E-02,-7.176636E-03,-2.402000E+01,-2.200000E+01,-2.780865E+00,-2.686083E+00,8001,4.178845E+00,4.210391E+00,4.147856E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.635409E+00,-2.002936E+01,1.638420E+01,0.000000E+00,79,39
39,41,-6.793190E+02,-2.355334E-02,4.276459E+00,-2.424898E-02,-2.289164E-02,-8.443715E-03,-9.692226E-03,-7.256107E-03,-2.241000E+01,-2.154000E+01,-2.660355E+00,-2.636532E+00,8001,4.187147E+00,4.212392E+00,4.162992E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.631324E+00,-1.915846E+01,1.633910E+01,0.000000E+00,80,39
39,42,-6.915613E+02,-2.319699E-02,4.278788E+00,-2.395495E-02,-2.249317E-02,-8.251711E-03,-9.263436E-03,-7.312252E-03,-2.086000E+01,-2.081000E+01,-2.533848E+00,-2.567553E+00,8001,4.195457E+00,4.215105E+00,4.177130E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.630719E+00,-1.908354E+01,1.621400E+01,0.000000E+00,81,39
39,43,-7.033262E+02,-2.398175E-02,4.280123E+00,-2.471674E-02,-2.331513E-02,-8.156729E-03,-9.117693E-03,-7.285156E-03,-1.923000E+01,-1.978000E+01,-2.399042E+00,-2.470811E+00,8001,4.202912E+00,4.217006E+00,4.190088E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.629325E+00,-1.985215E+01,1.601380E+01,0.000000E+00,82,39
39,44,-7.146307E+02,-2.602278E-02,4.279744E+00,-2.680754E-02,-2.532721E-02,-7.860446E-03,-8.801911E-03,-7.025965E-03,-1.740000E+01,-1.832000E+01,-2.250060E+00,-2.344361E+00,8001,4.208753E+00,4.217235E+00,4.201221E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.625357E+00,-2.170615E+01,1.563330E+01,0.000000E+00,83,39
39,45,-7.252524E+02,9.315926E-03,4.272795E+00,9.642396E-03,9.032985E-03,-2.927400E-03,-3.154020E-03,-2.730995E-03,-1.391000E+01,-1.519000E+01,-1.950093E+00,-2.076915E+00,8001,4.208576E+00,4.211242E+00,4.206264E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.612444E+00,7.870064E+00,1.463620E+01,0.000000E+00,84,39
39,46,-7.360192E+02,-3.288125E-02,4.271566E+00,-3.377973E-02,-3.211949E-02,-6.197640E-03,-6.920613E-03,-5.584685E-03,-1.282000E+01,-1.352000E+01,-1.862748E+00,-1.932724E+00,8001,4.213291E+00,4.210531E+00,4.215629E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.608325E+00,-2.778919E+01,1.399630E+01,0.000000E+00,85,39
39,47,-7.462683E+02,-3.224627E-02,4.262708E+00,-3.322800E-02,-3.143165E-02,-5.057181E-03,-5.551144E-03,-4.647298E-03,-1.014000E+01,-1.014000E+01,-1.615280E+00,-1.627469E+00,8001,4.210763E+00,4.202650E+00,4.217482E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.594764E+00,-2.754928E+01,1.247010E+01,0.000000E+00,86,39
39,48,-7.562452E+02,6.798831E-03,4.246323E+00,7.007959E-03,6.628914E-03,-1.133288E-03,-1.089784E-03,-1.168635E-03,-6.530000E+00,-5.730000E+00,-1.234975E+00,-1.174513E+00,8001,4.200819E+00,4.187610E+00,4.211521E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.572853E+00,5.855242E+00,9.779000E+00,0.000000E+00,87,39
39,49,-7.663889E+02,-1.455986E-02,4.236116E+00,-1.528346E-02,-1.398394E-02,-1.773632E-03,-1.783380E-03,-1.765873E-03,-4.710000E+00,-2.810000E+00,-1.020912E+00,-8.037788E-01,8001,4.196482E+00,4.178583E+00,4.210674E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.559092E+00,-1.286720E+01,7.074700E+00,0.000000E+00,88,39
39,50,-7.763590E+02,-4.077604E-03,4.226650E+00,-4.438158E-03,-3.796373E-03,-5.241540E-04,-4.606403E-04,-5.736948E-04,-3.090000E+00,-6.600000E-01,-8.020854E-01,-4.487913E-01,8001,4.193180E+00,4.170432E+00,4.210838E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.546201E+00,-3.764753E+00,3.550800E+00,0.000000E+00,89,39
39,51,-7.838620E+02,-8.835163E-03,4.244985E+00,-9.234575E-03,-8.529730E-03,-2.180427E-03,-1.570280E-03,-2.647009E-03,-3.730000E+00,-3.600000E+00,-8.886705E-01,-9.096594E-01,8001,4.219944E+00,4.189648E+00,4.242965E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.566296E+00,-7.891975E+00,7.972100E+00,0.000000E+00,90,39
39,52,-7.910218E+02,-1.708031E-02,4.267759E+00,-1.728033E-02,-1.693029E-02,-2.740622E-03,-2.229670E-03,-3.123836E-03,-5.230000E+00,-6.900000E+00,-1.084307E+00,-1.260071E+00,8001,4.250359E+00,4.213104E+00,4.278088E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.591277E+00,-1.487716E+01,1.097240E+01,0.000000E+00,91,39
39,53,-7.978246E+02,-2.464027E-02,4.288266E+00,-2.453730E-02,-2.471604E-02,-3.411269E-03,-3.066111E-03,-3.665253E-03,-6.430000E+00,-1.006000E+01,-1.225040E+00,-1.523693E+00,8001,4.278292E+00,4.234240E+00,4.310420E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.613634E+00,-2.127939E+01,1.321410E+01,0.000000E+00,92,39
39,54,-8.042244E+02,2.759616E-02,4.306376E+00,2.667831E-02,2.825905E-02,-5.556418E-04,-5.572309E-04,-5.544940E-04,-7.150000E+00,-1.279000E+01,-1.301467E+00,-1.713311E+00,8001,4.303335E+00,4.252995E+00,4.339329E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.632789E+00,2.330347E+01,1.493730E+01,0.000000E+00,93,39
39,55,-8.106380E+02,-3.580471E-02,4.327306E+00,-3.519900E-02,-3.623421E-02,-5.274054E-03,-4.957678E-03,-5.498394E-03,-8.570000E+00,-1.651000E+01,-1.452038E+00,-1.961114E+00,8001,4.331640E+00,4.274326E+00,4.371826E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.655622E+00,-3.096630E+01,1.684770E+01,0.000000E+00,94,39
39,56,-8.167334E+02,-4.012262E-02,4.346447E+00,-3.926279E-02,-4.072142E-02,-5.966778E-03,-5.736727E-03,-6.126993E-03,-9.500000E+00,-2.007000E+01,-1.543240E+00,-2.167842E+00,8001,4.357753E+00,4.293906E+00,4.401671E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.675909E+00,-3.478596E+01,1.852130E+01,0.000000E+00,95,39
39,57,-8.226950E+02,-4.433243E-02,4.365581E+00,-4.321479E-02,-4.509714E-02,-6.529009E-03,-6.426548E-03,-6.599114E-03,-1.036000E+01,-2.400000E+01,-1.624397E+00,-2.380070E+00,8001,4.383686E+00,4.313442E+00,4.431105E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.696063E+00,-3.855555E+01,2.017490E+01,0.000000E+00,96,39
39,58,-8.285621E+02,-4.631359E-02,4.384815E+00,-4.524406E-02,-4.703275E-02,-7.971845E-03,-8.049671E-03,-7.919514E-03,-1.131000E+01,-2.848000E+01,-1.708968E+00,-2.608046E+00,8001,4.409520E+00,4.333027E+00,4.460218E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.716561E+00,-4.064588E+01,2.183920E+01,0.000000E+00,97,39
39,59,-8.343624E+02,-1.451528E-02,4.402780E+00,-1.316859E-02,-1.540546E-02,-6.523959E-03,-6.911485E-03,-6.267798E-03,-1.222000E+01,-3.364000E+01,-1.784423E+00,-2.851218E+00,8001,4.434272E+00,4.351540E+00,4.488123E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.734619E+00,-1.191142E+01,2.359680E+01,0.000000E+00,98,39
39,60,-8.400346E+02,-1.418857E-02,4.420950E+00,-1.291359E-02,-1.501730E-02,-7.952629E-03,-7.809302E-03,-8.045792E-03,-1.290000E+01,-3.862000E+01,-1.839968E+00,-3.075307E+00,8001,4.458818E+00,4.370083E+00,4.515561E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.753383E+00,-1.176010E+01,2.511760E+01,0.000000E+00,99,39
39,61,-8.455820E+02,-1.626636E-02,4.437704E+00,-1.477770E-02,-1.721812E-02,-9.006841E-03,-8.211874E-03,-9.515098E-03,-1.349000E+01,-4.342000E+01,-1.885135E+00,-3.277890E+00,8001,4.482339E+00,4.387258E+00,4.542085E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.770784E+00,-1.354817E+01,2.649280E+01,0.000000E+00,100,39
39,62,-8.509581E+02,-1.782940E-02,4.453455E+00,-1.618416E-02,-1.886432E-02,-1.007361E-02,-8.548797E-03,-1.103276E-02,-1.395000E+01,-4.800000E+01,-1.919215E+00,-3.459648E+00,8001,4.504812E+00,4.403447E+00,4.567422E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.787069E+00,-1.493636E+01,2.774760E+01,0.000000E+00,101,39
39,63,-8.560100E+02,-1.879334E-02,4.467505E+00,-1.711554E-02,-1.983197E-02,-1.022190E-02,-8.674896E-03,-1.117957E-02,-1.421000E+01,-5.148000E+01,-1.935413E+00,-3.592274E+00,8001,4.524709E+00,4.417918E+00,4.589572E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.801391E+00,-1.590002E+01,2.863860E+01,0.000000E+00,102,39
39,64,-8.607852E+02,-1.919176E-02,4.480187E+00,-1.757047E-02,-2.017973E-02,-1.032914E-02,-8.690474E-03,-1.132771E-02,-1.430000E+01,-5.409000E+01,-1.937722E+00,-3.678488E+00,8001,4.543351E+00,4.431002E+00,4.610471E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.814134E+00,-1.642916E+01,2.934490E+01,0.000000E+00,103,39
39,65,-8.653525E+02,-1.920663E-02,4.492072E+00,-1.768723E-02,-2.011827E-02,-1.075222E-02,-8.615918E-03,-1.203400E-02,-1.430000E+01,-5.634000E+01,-1.932607E+00,-3.743528E+00,8001,4.561544E+00,4.443302E+00,4.631041E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.825969E+00,-1.664521E+01,2.998610E+01,0.000000E+00,104,39
39,66,-8.696908E+02,-1.869151E-02,4.503267E+00,-1.730166E-02,-1.951278E-02,-1.190704E-02,-8.507314E-03,-1.391596E-02,-1.423000E+01,-5.824000E+01,-1.921326E+00,-3.784914E+00,8001,4.579288E+00,4.454922E+00,4.651213E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.837016E+00,-1.638656E+01,3.060960E+01,0.000000E+00,105,39
39,67,-8.734562E+02,2.431149E-02,4.512607E+00,2.456175E-02,2.416582E-02,-1.385565E-02,-7.111373E-03,-1.778143E-02,-1.374000E+01,-5.865000E+01,-1.881371E+00,-3.726535E+00,8001,4.599575E+00,4.464666E+00,4.676312E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.845841E+00,2.341012E+01,3.129260E+01,0.000000E+00,106,39
39,68,-8.773437E+02,2.382612E-02,4.522861E+00,2.404953E-02,2.369800E-02,-1.502212E-02,-6.811819E-03,-1.973097E-02,-1.359000E+01,-5.999000E+01,-1.863106E+00,-3.748954E+00,8001,4.616290E+00,4.475353E+00,4.695213E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.855848E+00,2.306585E+01,3.178380E+01,0.000000E+00,107,39
39,69,-8.812050E+02,-1.698192E-02,4.533506E+00,-1.654140E-02,-1.723091E-02,-1.432798E-02,-7.832297E-03,-1.799945E-02,-1.365000E+01,-6.169000E+01,-1.858374E+00,-3.830679E+00,8001,4.628991E+00,4.486531E+00,4.707605E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.866255E+00,-1.596352E+01,3.197200E+01,0.000000E+00,108,39
39,70,-8.843048E+02,-4.501616E-02,4.542225E+00,-4.577633E-02,-4.459264E-02,-1.595737E-02,-8.200720E-03,-2.027892E-02,-1.312000E+01,-6.102000E+01,-1.813701E+00,-3.777440E+00,8001,4.643063E+00,4.495730E+00,4.723155E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.874727E+00,-4.444938E+01,3.210410E+01,0.000000E+00,109,39
39,71,-8.875184E+02,2.175410E-02,4.551372E+00,2.171707E-02,2.177445E-02,-1.663896E-02,-5.182509E-03,-2.293194E-02,-1.286000E+01,-6.225000E+01,-1.787826E+00,-3.731542E+00,8001,4.665119E+00,4.505219E+00,4.750663E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.883167E+00,2.121633E+01,3.313510E+01,0.000000E+00,110,39
39,72,-8.903229E+02,-4.196970E-02,4.559184E+00,-4.324496E-02,-4.127893E-02,-1.685713E-02,-8.252250E-03,-2.151810E-02,-1.250000E+01,-6.135000E+01,-1.751899E+00,-3.723786E+00,8001,4.673190E+00,4.513732E+00,4.757332E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.890611E+00,-4.250349E+01,3.278840E+01,0.000000E+00,111,39
39,73,-8.930351E+02,-4.052871E-02,4.567163E+00,-4.197819E-02,-3.975433E-02,-1.815083E-02,-8.142368E-03,-2.349781E-02,-1.215000E+01,-6.133000E+01,-1.718194E+00,-3.695960E+00,8001,4.688041E+00,4.522275E+00,4.774243E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.898000E+00,-4.150587E+01,3.305480E+01,0.000000E+00,112,39
39,74,-8.956926E+02,1.466093E-02,4.575804E+00,1.368757E-02,1.517392E-02,-2.377792E-02,-5.300046E-03,-3.351626E-02,-1.181000E+01,-6.246000E+01,-1.684862E+00,-3.650072E+00,8001,4.707509E+00,4.531279E+00,4.797782E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.905940E+00,1.361400E+01,3.408330E+01,0.000000E+00,113,39
39,75,-8.980506E+02,1.483979E-02,4.583458E+00,1.318436E-02,1.570061E-02,-2.297606E-02,-4.546263E-03,-3.255955E-02,-1.146000E+01,-6.228000E+01,-1.649674E+00,-3.623950E+00,8001,4.721061E+00,4.539642E+00,4.812698E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.912952E+00,1.319075E+01,3.428730E+01,0.000000E+00,114,39
39,76,-9.001107E+02,1.444752E-02,4.589916E+00,1.268073E-02,1.535417E-02,-2.371290E-02,-4.458573E-03,-3.359341E-02,-1.099000E+01,-6.140000E+01,-1.605909E+00,-3.560401E+00,8001,4.734705E+00,4.546781E+00,4.828301E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.918733E+00,1.276095E+01,3.446310E+01,0.000000E+00,115,39
39,77,-9.020494E+02,1.205016E-02,4.596273E+00,9.819527E-03,1.317996E-02,-2.553738E-02,-4.528522E-03,-3.617823E-02,-1.057000E+01,-6.073000E+01,-1.564195E+00,-3.512513E+00,8001,4.748223E+00,4.553815E+00,4.843713E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.924404E+00,9.938855E+00,3.457730E+01,0.000000E+00,116,39
39,78,-9.028227E+02,-6.085232E-02,4.597705E+00,-6.238931E-02,-6.008383E-02,-1.097480E-02,-5.084252E-03,-1.392008E-02,-9.310000E+00,-5.359000E+01,-1.453555E+00,-3.439442E+00,8001,4.746630E+00,4.555927E+00,4.839164E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.924273E+00,-6.350987E+01,3.116130E+01,0.000000E+00,117,39
39,79,-9.044345E+02,-5.286025E-02,4.603131E+00,-5.385011E-02,-5.237158E-02,-1.233856E-02,-5.169685E-03,-1.587762E-02,-8.890000E+00,-5.276000E+01,-1.409906E+00,-3.379501E+00,8001,4.759768E+00,4.562086E+00,4.854390E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.928842E+00,-5.512921E+01,3.122280E+01,0.000000E+00,118,39
